ualberta_user_id,course_grade_ts,course_grade_verified
00107734d038767fcd1e88b6e173f475545b5017,01-May-2016,0.942377
00c33da63a7cf14beb0c8957b39fe482123be41c,26-Apr-2016,0.931923
01c033fce8e26c0b3bbdb79db7b457c6fed981d1,28-Apr-2016,1
01e05ed110e60e0cac67f267987414f0f7dceca7,03-May-2016,0.990625
027d68dc2138533e2241bf39ee6ca76bbca0a39c,29-Apr-2016,1
028f18bbf8cad0a286031c8cae4b53b24ba4967b,30-Apr-2016,0.986146
02b1d15e1376bb0ef25e693d87780c107bf4c9c2,01-May-2016,0.953883
03278679a55642fb2607b90d0883ab06c670e1ca,28-Apr-2016,0.99
034f36ebd980912aae22b766c52078a0fd754221,29-Apr-2016,0.960979
039e59a33e98a672a6fd7c2d9a4ee0d6ab7de68d,26-Apr-2016,0.96875
0451d67297bf2325cf9e028126d276a9559d1d38,02-May-2016,0.967784
0528cbde9586b9e7a458cc489ed5b44eccb9366c,30-Apr-2016,0.931197
0611758ffa2738a9b9973b61f89dfbae6655bcb9,27-Apr-2016,0.925061
065c25dac46e28e50c851d336e7363902738a8f8,05-May-2016,0.745
067122811942ae2b95daf9950498b5271222df30,09-Apr-2016,0.98
06dab4f5250321c99a0a60920c273b27e2342f73,13-Apr-2016,0.394444
070be74484df9ba1ca612618c7b6f68c807ac339,16-Apr-2016,0.99
070cbdfcfe7502abf2a9a8df7b7ae2f8b95496c6,03-May-2016,0.977308
072bdb455307368502c629f1afd22930b4359aad,30-Apr-2016,0.966875
098bcf62d35c28e834cfc38bf55106945affc400,28-Apr-2016,0.951367
0a6940a5e7b9b6013f7d01f5c7697effc0fe31bb,28-Apr-2016,1
0bc013411dffeccb4aff9becac70832facf426d1,22-Apr-2016,0.968217
0bc34ffd854469b25b048a79bd827d10e798bcb2,20-Apr-2016,0.981875
0be2e5fe18bd4c9391a4c024d69ac623ff8edd53,29-Apr-2016,0.971875
0ca94b35bf873b73e936f98e94168825f00f8320,26-Apr-2016,0.916765
0da4017fc524b16ed8f0ed96454176d23505553a,01-May-2016,0.965069
0efd20d7ae1b3e382f39ef8d096169700ae2bd81,01-May-2016,0.971875
0f3d2157859c5261f7698a028ed3606096e917dc,04-May-2016,0.956058
11132d7a81620ee3a8313593903b901a324cff79,11-Apr-2016,0.585
128772c2f7ab172f041b3b8ece5ca04479adec6d,26-Apr-2016,0.95781
12b97540b00398693cd696f316df2144f0cbf5a7,23-Apr-2016,0.960839
14a0ec1d9c8518560ffb1692825aabe62e692e39,28-Apr-2016,0.866752
14fed1b2f297c83a1bba57a46cbcfacde3a4ae1a,28-Mar-2016,0.095
153937de4e47a90eb5816aa1666cc0fc9b8bb277,23-Apr-2016,0.972661
15bb93867552e638b8dca7ee196f3f0c3d3ec56b,03-May-2016,0.920606
160b799580ac522b4822ef5653f60ac55928a1c1,29-Apr-2016,0.97149
163089ed054793003b76588bc3b59f8084df16d5,26-Apr-2016,0.964444
16ba70ef5b04974e1e4ce76dbe70d3f588d185ac,30-Apr-2016,0.976319
174862003d1a951de6795fbdf93813c92e79bf39,10-Apr-2016,0.977308
17786ed0a327e0dd8f0431ed1377081c81236b9e,01-May-2016,0.921474
17d8eea231b6c162b850971ec1f1a5b5abcfb9b7,25-Apr-2016,0.933841
18a5e436827ee9f5793b783970e8efe56c01c10c,15-Apr-2016,0.09
1940f9060dec70e97fd10ae17882321ecf315f09,03-May-2016,0.971319
1a70862e45b8f46d45301919c3effd07b2b62362,28-Apr-2016,0.946752
1aea387a151766b404c6151d757e9ae926d9ad8f,21-Apr-2016,0.54
1bcd9020899ceeb91c7355f90c182df6290779c7,24-Apr-2016,0.928835
1be075e41de282dd75ad4d409fb29abcf3abd736,26-Apr-2016,0.995
1bfde91116fdf3588dd8b0f5dc4f90bacb49a359,02-May-2016,0.931493
1cac51549e644cd5f5c82534bbf2c96628d51946,10-Apr-2016,0.992308
1cc6a503e0839ee78a0d561f433ff0983186ef2e,30-Apr-2016,0.991875
1e5fe5f925deb014a0c966e445ba4de812687dac,28-Apr-2016,0.975909
1e6d566cfbaeb3a238926a3a7f506a6f6a0e7a33,19-Apr-2016,0.954451
209ee1a82f9b5309e887c27f4cdf25b194e5dd25,12-Apr-2016,0.961282
21b5d33fb9b617464d942430bc52c82e927a1749,01-May-2016,0.949444
22d843c46ba58094ebc0979c8929b8cfb2dce67d,11-Apr-2016,0.1
22db525d19c40109e5937f27f0db64b78177e765,04-May-2016,0.891131
2321b9f9c812aa9fac7a81cb742954078d9bc35f,15-Apr-2016,0.795
24643136031f32552c719eddcacb73adeccfb572,26-Apr-2016,0.99
250e2894d69a92ea99ac742d4692f6ec7161756f,21-Apr-2016,0.955941
254f78a6f8b15285121141a81ee08c18d1c90fce,27-Apr-2016,1
26060cd77f02bfdf1fbaec0be4f0fd9d0bdbd14c,28-Apr-2016,0.807882
2672f8d47bac8ab6abd34eac03d9308843432f57,20-Apr-2016,0.986875
26c1d7dd74c2674ce793fbae873a3487ad1da187,12-Apr-2016,0.972308
26c7b409d1abcd33222a5bda06b0cb8ae0d2af31,15-Apr-2016,0.5
271b016379521ac0bfe888c7d275e12592b0e184,25-Apr-2016,0.973974
2768d4774d84d81d069a191c951d7353fa1cf8c5,01-May-2016,0.89406
27d56d20a36e5133b485bd4d08c0e77022b729d7,28-Apr-2016,0.953529
28521a36a073c6aac281eeb941fcae1faa33070d,04-May-2016,1
292bb77f88e9e2e02bede607af6fef32b40508b6,22-Apr-2016,0.967548
29d52b9f07097d62c65b931b638fefaa1903784a,29-Apr-2016,0.945
2b3a1936f413a597656aa035b05f869614ad3c2b,10-Apr-2016,0.24
2b60abdb9e462a7e919a0a157b1883de87b5afaa,03-May-2016,0.930379
2b75ca92878f940cc7418d90f1618e8bec429feb,11-Apr-2016,0.2
2be6b2f63e8f859171eb076d1014e5366701c0f4,02-May-2016,0.98
2cacdf35f9688dc4ad92163e950a787ee0fc5bf0,02-May-2016,0.998438
2cccee7343a8b23c15bbf55e3556f9bc4f8620d3,26-Apr-2016,0.870909
2d3c50c0573cc2e3501803c6bf8508e76fdd8da1,23-Mar-2016,0.06
2d7c424d87fee0bd914ce746efb4e1538f100f0a,29-Apr-2016,0.991875
2db41a729996aa8659656456ebb567dad4dbc0ba,04-Apr-2016,0.98
2e4ba1ecde1e67e2dca2296e2f877c0c2aa06716,05-May-2016,0.955673
2fbec18a273908e123b4b0ff7a942478c32c1bb9,22-Apr-2016,1
308899ec7f1d9556c49da2b6189df0661f953d8b,30-Apr-2016,0.965598
30aed64d0960c96ea61c1b0d0f965d31826b1db1,21-Apr-2016,0.989444
314f0d627905930c6128f682316d48aad7000792,08-Apr-2016,0.987308
31baa7dc19ac6b7fe34f1e5e43b9170b1ada0125,12-Apr-2016,1
31bac1305f17903d98439faff8504e9eb4c0d475,14-Apr-2016,0.982308
326be5991f17872b19124ea4033821f8f99ad785,26-Apr-2016,0.960479
33b51c1cad10e75334f692536d359c7c44bb9089,20-Apr-2016,0.97875
3522c2cef63ab4ab26187e1f78edec1a0580c6ed,04-May-2016,0.935717
3593a65579063d7c9847fc496a8598278a3020b0,24-Apr-2016,0.848974
3685a07f1005b4224ce913effcf7cc19ac031934,28-Apr-2016,0.38
38bcb39a07a9d00347aefd70262c149d59d30431,15-Apr-2016,0.485354
38fd58c5ad8567b4d63acc19440c6983cfd22502,22-Apr-2016,1
39011d9b41e938a7321891ee47d6566d6717a0a3,02-May-2016,0.985417
39a6e60b095fd5426ad685a5c3750e1f73d0e7e7,02-May-2016,0.88
39ca7dff49b6caf10c7b9f045b492f73d5b94b3b,12-Apr-2016,0.99
3a0b081b1b6e0414a365272fc3d6b1624450bf0a,01-May-2016,0.995455
3a7bbc59f61b96fce92367ce530b4ee8aa682757,30-Apr-2016,0.969615
3a9ba932d7b23237b170f89135559a36104de48a,27-Apr-2016,0.93375
3b090f04fb27885686db80b32453ca1b12472942,29-Apr-2016,0.961167
3b42dc3423fd8b595de0f770d429f8fe48fa17c1,28-Apr-2016,0.195
3bad9108c69f72d086d9cf0f05f59b42327af856,03-Apr-2016,0.07
3c4b0aace2d326ae4ebb401bbb4ffb2ee4f63bef,29-Apr-2016,0.951424
3c54cf715ede0748da9207a33b9aa1020f61d1db,01-May-2016,0.991875
3cd164e661af70f45abde2c3bc69b30830119fd2,28-Mar-2016,0.1
3d04cea0af23b69a0e0d3ae947b86d19352a04a7,04-May-2016,0.922615
3d16bb1e9b2e2b7fb87e67e157f1f60905affefd,30-Apr-2016,0.928974
3d7f86594f7b35ed4e1dbc74e8f34ce848a12299,28-Apr-2016,1
3e6f39256a7f8bf12ee99ec7adb29748caa8a02c,01-May-2016,0.959183
424b573447807d3f7aa6dfb23b75a34ebec02026,27-Apr-2016,0.940465
438455d2d5975db4f880af05d24006778c620171,26-Apr-2016,0.929685
441973f7d1a8c2848e2aae6103913b7fd56af73b,07-May-2016,0.865694
447b607910982ca9fc483bf7e557eca3e43fad74,18-Apr-2016,0.935465
4482ce0d085245530602ca97f1c255ecb83a8c8f,29-Apr-2016,0.937027
449ac22074e82284c9817a6dc611077ad5507abd,29-Mar-2016,0.1
44e2e15f821b3fb9d5685bd7b26879495674aacb,28-Mar-2016,0.1
44ffb6b40685b29c98f0667291b67ff413d2e1b8,27-Apr-2016,0.94286
4578e03486721eeeccba401e4301734981d4181c,04-May-2016,0.962576
459c800d999abfdae3173ef170fed9749c20fff8,03-May-2016,0.978194
467ee24d32fdeb0e0efc9a1bf5e25a397e236d84,04-Apr-2016,0.97375
46994e97b33efde04387671ecc1c671583e7df51,07-May-2016,0.86875
46cacea2f00c295ccb482d6c428772aedc6dd085,26-Apr-2016,0.951364
46fd3143c973228b583e66f3b7c489bb2f0b1dfd,25-Apr-2016,0.956319
