course_id,ualberta_user_id,course_grade_ts,course_passing_state_id,course_grade_overall_passed_items,course_grade_overall,course_grade_verified_passed_items,course_grade_verified
"99SZyjVxEeW6RApRXdjJPw",8aa78bb596a9274e0fba2ad4d8134ef8fe3b9fd8,2016-03-29 12:32:51.008,0,1,0.095,1,0.095
"99SZyjVxEeW6RApRXdjJPw",e9c4e81bb725d2c75e0b6d39c683f421e82da69c,2016-04-28 11:39:04.433,2,16,0.984615,16,0.984615
"99SZyjVxEeW6RApRXdjJPw",c2b759be61740d3e0f9131beffcd1b184139ddb2,2016-04-18 21:36:18.202,2,16,0.965,16,0.965
"99SZyjVxEeW6RApRXdjJPw",85a0d832e74b42319d1e91e3af7680062b77b3f6,2016-06-22 00:01:13.248,2,16,0.954451,16,0.954451
"99SZyjVxEeW6RApRXdjJPw",936a1d254f92337caf160e6661d9f6e09e2e3e08,2016-03-31 05:21:16.299,0,1,0.085,1,0.085
"99SZyjVxEeW6RApRXdjJPw",a85d35333954d1343bffc5cb1e70d4ffffa3fbc8,2016-05-02 13:15:31.061,2,16,0.922393,16,0.922393
"99SZyjVxEeW6RApRXdjJPw",15bb93867552e638b8dca7ee196f3f0c3d3ec56b,2016-05-03 19:41:36.885,2,16,0.920606,16,0.920606
"99SZyjVxEeW6RApRXdjJPw",d806cc1d0991535e9aa445c49a31de32b49227f1,2016-06-20 06:20:10.135,2,16,0.918905,16,0.918905
"99SZyjVxEeW6RApRXdjJPw",f8cadaaeea66885d12ed2b53994c859769cfddb8,2016-05-02 14:37:43.881,2,16,0.965,16,0.965
"99SZyjVxEeW6RApRXdjJPw",e01e9e724f6fc69617ab2e0a807e2aae71cc6018,2016-05-04 00:40:15.34,2,16,0.97875,16,0.97875
"99SZyjVxEeW6RApRXdjJPw",f85ad44bc4c82b487db03c2d0e809c08d601c6bc,2016-04-27 09:56:42.202,2,16,0.942929,16,0.942929
"99SZyjVxEeW6RApRXdjJPw",82bbe869039ad152bcb769f4d6872095ac8ab0e3,2016-05-23 21:05:59.027,0,4,0.295,4,0.295
"99SZyjVxEeW6RApRXdjJPw",cdbc1f35f07f3752dc3041213b44f7603a41c893,2016-06-26 19:37:23.635,2,16,0.928138,16,0.928138
"99SZyjVxEeW6RApRXdjJPw",cc699548a07cbd78208d298edde48bfc235496b7,2016-06-30 07:43:15.043,2,16,0.880552,16,0.880552
"99SZyjVxEeW6RApRXdjJPw",2b75ca92878f940cc7418d90f1618e8bec429feb,2016-07-04 14:47:35.971,2,16,0.9425,16,0.9425
"99SZyjVxEeW6RApRXdjJPw",c9aa12b33c5f15cc0be59b76338139c40fe7be89,2016-05-02 05:09:35.623,2,16,0.979347,16,0.979347
"99SZyjVxEeW6RApRXdjJPw",9a30559a048a4b593ef25ac2ceb336fb24cece96,2016-06-01 00:06:28.076,2,16,0.960069,16,0.960069
"99SZyjVxEeW6RApRXdjJPw",326be5991f17872b19124ea4033821f8f99ad785,2016-04-26 15:32:44.902,2,16,0.960479,16,0.960479
"99SZyjVxEeW6RApRXdjJPw",dbe2ec57e6060edc7e5c21f837f1e7ae047039b5,2016-06-23 07:32:34.621,2,16,0.982292,16,0.982292
"99SZyjVxEeW6RApRXdjJPw",f17e47f89d99e3f921032249145d3eb9151203c0,2016-06-20 19:19:18.955,2,16,0.937232,16,0.937232
"99SZyjVxEeW6RApRXdjJPw",5e9fa3f8af0421342171277fd26d50de80614eb9,2016-05-05 09:39:21.252,2,16,0.967661,16,0.967661
"99SZyjVxEeW6RApRXdjJPw",c03e0e6495181274757fdd973cd58d7a371d8db7,2016-04-26 20:00:31.159,2,16,0.99,16,0.99
"99SZyjVxEeW6RApRXdjJPw",159b43d8fa1adc1b60e62e03f0baf33ba457fac3,2016-06-22 03:31:49.971,2,16,0.950086,16,0.950086
"99SZyjVxEeW6RApRXdjJPw",a28a6e2b9cb503d845a860ac856c652c9cdf906e,2016-06-18 22:34:57.468,2,16,0.945568,16,0.945568
"99SZyjVxEeW6RApRXdjJPw",6dbbc8d2e7b7e93cd86b1de6a8b443939f9417fa,2016-04-25 21:01:18.719,2,16,0.972576,16,0.972576
"99SZyjVxEeW6RApRXdjJPw",cca39f7e857a1bf01da8be547a18dbab73e66066,2016-06-15 03:18:28.131,2,16,0.981667,16,0.981667
"99SZyjVxEeW6RApRXdjJPw",9a3934082162459a8c71d39ef4998399f12dae8e,2016-04-12 15:03:16.022,2,16,1,16,1
"99SZyjVxEeW6RApRXdjJPw",2db41a729996aa8659656456ebb567dad4dbc0ba,2016-04-04 17:26:33.588,2,16,0.98,16,0.98
"99SZyjVxEeW6RApRXdjJPw",5e7a0a25d7ddde8880726437f638d28dca4f7adb,2016-04-27 12:25:23.068,2,16,0.991875,16,0.991875
"99SZyjVxEeW6RApRXdjJPw",6bae2fe191c305702be8fcb882eb15afaef28e93,2016-05-02 21:13:46.776,2,16,0.956465,16,0.956465
"99SZyjVxEeW6RApRXdjJPw",d82353cfd460cf57ab6534414b6486d123a9eda1,2016-05-02 20:45:35.33,2,16,0.98,16,0.98
"99SZyjVxEeW6RApRXdjJPw",12b97540b00398693cd696f316df2144f0cbf5a7,2016-04-23 23:11:44.392,2,16,0.960839,16,0.960839
"99SZyjVxEeW6RApRXdjJPw",1940f9060dec70e97fd10ae17882321ecf315f09,2016-05-03 00:40:43.747,2,16,0.971319,16,0.971319
"99SZyjVxEeW6RApRXdjJPw",2400af515794929e2e1ec5559165a4eb153114ef,2016-06-08 07:08:54.291,0,2,0.145,2,0.145
"99SZyjVxEeW6RApRXdjJPw",f7ba67bb7d8b2b6d4c58742b69c2bb7a9d2f031c,2016-04-25 22:42:46.221,2,16,0.963889,16,0.963889
"99SZyjVxEeW6RApRXdjJPw",e4351872927b7008e8a9872365139787ce391e08,2016-06-26 18:05:40.701,2,16,0.967576,16,0.967576
"99SZyjVxEeW6RApRXdjJPw",995b51c547f171a9df4b975bfa2794dde1503604,2016-05-01 12:40:33.755,2,16,0.987308,16,0.987308
"99SZyjVxEeW6RApRXdjJPw",dd549becce06db339b45c5693df2565dca1c7017,2016-04-27 14:32:57.012,2,16,0.96899,16,0.96899
"99SZyjVxEeW6RApRXdjJPw",96fea8a0fb1efca601271ca60c3aee135071a271,2016-04-29 21:37:37.076,2,16,0.979615,16,0.979615
