course_id,ualberta_feedback_user_id,feedback_system,feedback_rating,feedback_max_rating,feedback_ts
"99SZyjVxEeW6RApRXdjJPw",0554529d021709263c7b0b14f76935a4935b6d26,"NPS_END_OF_COURSE",10,10,2016-04-24 06:15:50.725
"99SZyjVxEeW6RApRXdjJPw",823c07b370d3d3034c493f544530c11f608988fa,"NPS_END_OF_COURSE",9,10,2016-04-29 00:28:03.439
"99SZyjVxEeW6RApRXdjJPw",823c07b370d3d3034c493f544530c11f608988fa,"NPS_FIRST_WEEK",6,10,2016-04-03 13:17:30.947
"99SZyjVxEeW6RApRXdjJPw",de91e1fc30447a4c590b5ad280aa267e6e039fd6,"NPS_END_OF_COURSE",9,10,2016-05-05 15:29:19.947
"99SZyjVxEeW6RApRXdjJPw",0620d70c7e22218c4ef64ea61d316999b59a8295,"NPS_FIRST_WEEK",10,10,2016-04-03 10:55:21.475
"99SZyjVxEeW6RApRXdjJPw",e6481a933c3d47a39e112afb1a00aea78bc73fc2,"NPS_FIRST_WEEK",8,10,2016-05-23 21:48:46.032
"99SZyjVxEeW6RApRXdjJPw",3538e6e5791b1855cb8aa9abbe2445e4cc57db13,"NPS_END_OF_COURSE",10,10,2016-04-28 07:29:05.794
"99SZyjVxEeW6RApRXdjJPw",3538e6e5791b1855cb8aa9abbe2445e4cc57db13,"NPS_FIRST_WEEK",10,10,2016-04-01 10:54:13.581
"99SZyjVxEeW6RApRXdjJPw",3538e6e5791b1855cb8aa9abbe2445e4cc57db13,"STAR",5,5,2016-03-28 11:49:52.86
"99SZyjVxEeW6RApRXdjJPw",32de7c6b478dc7d96fb7462122a4609fc2eadfa3,"NPS_FIRST_WEEK",7,10,2016-03-29 11:10:08.22
"99SZyjVxEeW6RApRXdjJPw",7e9917843975584dde296cebb1504db65f56e434,"NPS_FIRST_WEEK",6,10,2016-03-31 20:39:45.987
"99SZyjVxEeW6RApRXdjJPw",7e9917843975584dde296cebb1504db65f56e434,"STAR",5,5,2016-04-09 13:36:11.30
"99SZyjVxEeW6RApRXdjJPw",660423ae5e5365a2a539e4f896d2de5f25b79d3e,"NPS_FIRST_WEEK",10,10,2016-04-05 01:57:28.258
"99SZyjVxEeW6RApRXdjJPw",dc236ccae57491518dc612039b81660941ac25fb,"NPS_END_OF_COURSE",8,10,2016-04-24 18:24:04.448
"99SZyjVxEeW6RApRXdjJPw",dc236ccae57491518dc612039b81660941ac25fb,"NPS_FIRST_WEEK",9,10,2016-04-01 19:07:18.434
