ualberta_discussions_user_id,course_id,discussion_question_id,discussion_question_flag_active,discussion_question_flag_ts
9a36f1310b3a1d3be063851a6233e00bbe961469,"99SZyjVxEeW6RApRXdjJPw","8mPuMfA7EeWlJhJpbKSYeQ",t,2016-03-30 11:53:11.876
9a36f1310b3a1d3be063851a6233e00bbe961469,"99SZyjVxEeW6RApRXdjJPw","_otGbgcqEeah3g6V3t-hIQ",t,2016-04-27 13:53:40.433
9a36f1310b3a1d3be063851a6233e00bbe961469,"99SZyjVxEeW6RApRXdjJPw","EuczEwmJEeapsg5V67N9Xw",t,2016-04-27 13:54:08.737
