ualberta_user_id,course_id,met_payment_condition,was_payment,was_finaid_grant,was_group_sponsored
33b0979591c510b32460adccfe3156e8debda239,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
d8a96c51a53783886927c4050451204728ca4c9d,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
ef3d2984ea2b4dcec934c4dd42d8682290e17c05,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
6f6838d7c96b3759a2c76ad5d97e6b8e8d467bcd,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
66a6ade10beabd40565aaa733a27105c0da32717,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
1ecbbd9d018e19dfc44be7f5a0d454f9de0fdf86,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
dcc127061ac9a3ba88d7db8761d4c8fc04c499d8,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
ab73459fdbe70732bb7d15b29ea972cfa4bab8be,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
93477c20c69ce4d25802cc1816a6937215549ba2,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
308899ec7f1d9556c49da2b6189df0661f953d8b,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
cad2ec25fe1ea118a27c411f6bfd318a0a15f577,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
84c3d5326662fba8d613dc51f164f7aa4206735f,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
acbbf6efc0cd2246add3d51a6f9acb32711159a9,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
803738f9cf48e08a26546756ed7f59830e1c5c3f,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
b1c79acecc9123d7bd4bd3d1744ef3ac8882b3f7,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
a0a13bdcc7b54b36b4e38c91591fc308a1a3cde3,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
c44ec831c035bcf226d2e0ee3f35ff688720c5dc,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
1940f9060dec70e97fd10ae17882321ecf315f09,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
e6db1fc386c1cdce58254124b9230fb799607187,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
5ca3947bed068e2b63f5d89cda2fda7bcb54d77f,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
3a0b081b1b6e0414a365272fc3d6b1624450bf0a,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
9ce843e5c54afe4a1c46932b9870f520d9af1af4,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
725608fcdf0af36474763027846497dffae1287e,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
b16482826819c23ef872aba7f5971ec5da54e572,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
4f9e966ade3f31bf7d6d2274d0cd6090a217283d,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
da483d4de5766b999c3cd7f3f868df74e0c0ded5,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
c47967e59da55dbf1c33766a49412288e90ea26e,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
d032bf361adcee0d0b83a56ba4dd19675ead88eb,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
1836196f8665332eed610f1656a17bc804f55ef0,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
6d5ac1b41b0f2de2f77cd30425091f464e5ad9ce,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
f17e47f89d99e3f921032249145d3eb9151203c0,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
0b7e79fb16e2c916ace1c3ebf0e862a3fd12bf18,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
e31fe14741c5d7cdd7ffc202d52043d4d062b7bd,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
bb545c162e5a5b57956aca5609a6d6a974c16a3e,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
ea4c183441d374999162920a29edb75713406e0e,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
098bcf62d35c28e834cfc38bf55106945affc400,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
028f18bbf8cad0a286031c8cae4b53b24ba4967b,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
ad57efd8cc500e2da30815d6b853be492bde9338,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
58dbf9ecd9e27fb7675d7ea1cec2ad92ea234c80,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
43089864f250f19c1abbaafed901537c9d8b5aba,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
12b97540b00398693cd696f316df2144f0cbf5a7,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
98df22f5b86f715e9da9fcfb78cdd59e666568a5,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
63208c9d5fd6c84ca9ad4afea49b04096cc40411,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
96b5e2f7eb2ee4a1111cc501b3dbe32b8e6f1125,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
f2b8a3db7216b1c8b5e49cb9f1777da611c3b463,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
b28912e783ffafb22501c685fa381e6bf1e35b3d,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
0bc013411dffeccb4aff9becac70832facf426d1,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
f62374565337415b48d92fb10a7ef5ab788c26c1,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
c5d551da2bc22802ef7990dfe629c5dfa534ef1a,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
756b74e0dc9730f94352c55611fe19389b3345d4,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
28521a36a073c6aac281eeb941fcae1faa33070d,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
0528cbde9586b9e7a458cc489ed5b44eccb9366c,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
f0db58cf9146c992233b3a2dd4210d3160eb0544,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
c03e0e6495181274757fdd973cd58d7a371d8db7,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
142a283e1bc6a30a1e5afcbfef01b8d18952177f,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
59c979c6e7afc02d92be2690864b895a04b212ab,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
14fed1b2f297c83a1bba57a46cbcfacde3a4ae1a,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
e69c5f8344957ace4f7e1309e8eaff475253db7e,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
1c9d18f62383dd452fda9ffb7a5d1ba07b0207d6,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
8907b78089b124bcde3758c7a61790841c59f8f4,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
fb4d3b7c94e51fcc33ced5c076a55dc1e400cd07,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
724ae9fff76f8f9e1e9907b6060675bd5db9bedd,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
ae808e2284fcd36a37423fe1663954d19aa19a77,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
d551dc41016918fbb63e951ab672491f066edc93,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
95ea7ecdf5eb1c0c60195ca0ce90817d41a62387,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
b7d0123a242e78689467108674b0e27cb5f2f34d,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
77546b39a0073b6691fda0c4e5850f0ee708d39d,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
2b60abdb9e462a7e919a0a157b1883de87b5afaa,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
29715e8f7340ac3f9865121db4d8b97124a9069a,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
eaae5b5e883ab7e5e5488e0ced09f692e531fb44,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
985c58f01f525487ac8f895b9fc1b3ee60830771,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
42a90911b0e66039ee2bbb403955fc3cde71d344,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
4578e03486721eeeccba401e4301734981d4181c,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
adde4a5aaffb067ab0ee645a1911c219ed0d49a4,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
c096954e3e9d4e40201210d84d216f0231a489be,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
a2ce096cffc3cebd183b0da73fa1fa4f147e27eb,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
f2f13edc966290fbeaecbb4e831f01076befc095,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
b06f0d2c26dce25ff746e850210d4e7fd0098f31,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
cd068c86e25487837c046a681586fce2a9f95f39,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
787261f39333409e37075e9aa4fc94a5d90c46d1,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
3d7f86594f7b35ed4e1dbc74e8f34ce848a12299,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
91320e05ba5e68c8fea7196cb0c691658524b5e8,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
070cbdfcfe7502abf2a9a8df7b7ae2f8b95496c6,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
995b51c547f171a9df4b975bfa2794dde1503604,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
4beb1f1c95a22718afb2d7e8da172aa1c1dd20c6,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
daf173beefb39e0a95bc1b974316ec62441aff6e,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
cc699548a07cbd78208d298edde48bfc235496b7,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
bc9766120236455aacde25450bb647754baf99e6,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
a05b858f3181aa314ad0349af8ac822956d02959,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
f61165f647959d947b3432c73ad1e29b222f5f79,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
1a70862e45b8f46d45301919c3effd07b2b62362,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
cf617a259867244ea5613de4ecc9443d7d0abfbc,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
4a576f5ee46acbf041fa642b54c8a418e5009200,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
83a3fff5c55de805668edc0a2e3228256c71f048,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
1667e33f58562f712e5c7b451e616b856fdc1921,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
4c4546adfdd1f58b40f4118c363c6b41a9250a90,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
2be6b2f63e8f859171eb076d1014e5366701c0f4,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
9f5d363a6ade940c6989329f636fd014c2f681ae,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
08e90e07793169a6227e06abf3b3ea72da4475ff,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
2763abe8cfe44293963ba7f41e9e939e1a1bbbc7,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
cdbc1f35f07f3752dc3041213b44f7603a41c893,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
fee641cc01987d1e639156ecdbfd91031312a8c8,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
3c4b0aace2d326ae4ebb401bbb4ffb2ee4f63bef,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
70a1877a7727bc9a4623f69bc14e3223d40fa19c,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
9e9b1462050b892a46ff700e5b80ae1a6c263534,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
027d68dc2138533e2241bf39ee6ca76bbca0a39c,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
5dd53fab39a70e4acf771ff6ed72f478e97facb1,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
04b1c07cc599f16f81f3b8a615be3bde2544a756,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
abed1fbd74a8615a3039dc8ddf6e6e58e61538a0,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
aa71f96555c972c0a4bf93a032bb1337d72a0dcb,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
e8170f005794f144014f213e6cde1be933412528,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
8e3ef4534d360256f5cf798297db38fa6341c149,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
0f3d2157859c5261f7698a028ed3606096e917dc,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
c2b759be61740d3e0f9131beffcd1b184139ddb2,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
673ad2e0dd0800fbd9a3c9a494216616000618e7,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
ef38d7bbc605b61716631c4b583f6a368b79e013,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
9cc5cba9df6bc2c7d13e45d7f2d9268f97774087,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
f9aa424b048da7a24a51594ecc2ee0a5e9ec12f1,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
c9aa12b33c5f15cc0be59b76338139c40fe7be89,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
abac562480d79864966d980d0af9d1429482e3c1,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
6d2fba1f825d377fee20add5847a20394007d001,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
48a783c76b177af1906429e0fcfed67817708eef,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
18a5e436827ee9f5793b783970e8efe56c01c10c,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
e74eacee0360e2f0b9b21c1ec2fa0459d73b07eb,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
174862003d1a951de6795fbdf93813c92e79bf39,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
95fe137f401935d9c5489d5ab3a7d106d9138c62,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
43e61e42b3bec1aa839f1fd4b1381fa555133455,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
ec1d06392ca137d0baf7b1725b28f677cc54a75c,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
2780b9ed010fbf9f6c547b6d41b2b3b099579ebc,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
e14a1fc2065bf777cfe3cdb878df61ab7ce1c210,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
0ef9559608f40ff3c2ae9a9231c5be402b96aed9,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
419cce2799ca8fef88fa33e27ff5d9c20e42e573,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
103b30863af98ec477796f31fe30249dd2787400,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
271b016379521ac0bfe888c7d275e12592b0e184,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
9a3934082162459a8c71d39ef4998399f12dae8e,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
5bdb28d25eed6b2bf74f0a69f2e13a69be652eb4,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
9844931f519487edb6908149aca757136876219a,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
f9ee112cbc68758eb5a07b8733d35ae08a53712c,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
c8fe4aff430a9394d22ebc23437805b52b44838d,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
7c129e7ad80dc627701e6f68c1b425ea83739567,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
e117888423337ed0190ad789554ffd78c06023bd,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
d6ca4baf5266215639e3382984bbcf27995f9dc2,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
11fba5fd1aa32d27bd911cec14913a0653bb2d78,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
11fe6eccb2204364a469ebee95d2f1709b9c3bbd,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
b5f2370e0816674b74cb1b97e3a5e23d32c7081e,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
2cacdf35f9688dc4ad92163e950a787ee0fc5bf0,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
3d16bb1e9b2e2b7fb87e67e157f1f60905affefd,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
ae31738dd26066eb49b31d962b9abfaf42433db3,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
326be5991f17872b19124ea4033821f8f99ad785,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
3f7055a2330c8c68edd312ad8a251837fb6f3961,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
79612e454ab6fbbaf38fab1eac92a51aeeacb267,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
6ae165351122fa780ad30dbd34a5f9d9a6ea0066,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
fcf55fa435d126ce378ba3daeee28d5614d260bb,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
26c7b409d1abcd33222a5bda06b0cb8ae0d2af31,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
80791a799af6883140d6f4f26a59236d0249ab10,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
d4cc57c00a239721c476a9fe7496c1ed8be5431f,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
ca53c33627bb44e7351d0d364ea1bfb5a783aa50,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
611e45e35e3e26f18c09a3df1528bf4fbcc5d6a2,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
46a94eeed5f3a65393970f16ba015abb26b0e48e,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
e999c1efd7d37ec696f38a8064935627b6287407,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
4d27f497b11d87fe60d396fc07bce05fdf927a71,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
4b48063f092dbd47f5cf1e6af909ca4adec3469e,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
777f4e3a325c607a52b2102e691e017edb9fc42d,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
bd364e208fe09c14185dd8b2dd24c18270b36b83,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
9edfd5bb9260464bc41ae531aca61258cfd7ccaa,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
7cd75a7e9d1e946623abc16b87944343d4e2b1d2,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
e2fa3f35193546ec8a2108f3ec181517afabe343,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
fb3962d39dff997238ee8496fc298b582ee49a89,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
831dc4a8ac7b57f554b5c54896e5b3be1a772bc7,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
79044ea42e529125945d448f7e82944cf071f0e2,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
96fea8a0fb1efca601271ca60c3aee135071a271,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
6c205d4cbc5f98b12b9ab1c29d541e5fdb45b168,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
e0bc56fa341542efdf213e1fb86c78c411c03c54,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
fbf2248b24556411d5049998b0b21d0ac51122f9,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
e4dc38ba3b642cbeb71fa9b7688bf81c1a6d884b,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
e4d648245dd16ea8065be865f2741bb64f4ba5f2,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
d86680e133d33cae702d37f676970faf415863a1,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
b857f7ea7ca923fe514a17cd6e9931a65561bb92,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
ac63c7298b8f70d3d62ced3aad138378b127a329,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
a0b967ca7caabe685dcc49d799578fdc227bd58b,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
2b3b6680c7f7bffc497b1ed5f1dfa52cce4330c7,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
aa410aa04a5a85d6489b9c577c0f1f4f8322302f,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
a93c05e4cf11b387f3dd7351b9807ae2380f1560,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
e7c2b46f9bf9417400c5833101e4468bd34f44a1,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
d89581d249e508aaaec2f1e168db78ca205dc646,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
285e5b8f05b382aab0a74e991f9e3a2b78b41531,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
87c861bc521ef0a40c9bda19ae0fbeea0d0a1747,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
c42fd8b2773f70e5d5ca4f535c16c9cb68e95415,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
5a99a7636d7dcb1cbec25e3e0599056b15bcb0db,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
3c54cf715ede0748da9207a33b9aa1020f61d1db,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
153937de4e47a90eb5816aa1666cc0fc9b8bb277,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
e40ba0352307dae31c01e299c1a5b01ba5a067d0,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
9a30559a048a4b593ef25ac2ceb336fb24cece96,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
f1fd25814318f152bcd329767cb154d1f115a590,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
2400af515794929e2e1ec5559165a4eb153114ef,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
b7dc0ab966128baf6a6afeeee8cd04b798efce93,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
0c20d041b5d9352b3ebfa6946c3e8ef096c59748,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
947d450d406d902327c2a9c8c3ed3c59ae019d7b,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
d084fea979a6a6baca6070e56c76bb8097ba2505,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
8102b7b9b6dd1d81a5b88aff33e58dd8bfb3cee2,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
691c363588981bc751173a4d1a9ef9304690ce64,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
8a7c3dedd23f952e7d9ac83af294e36f8a17c834,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
5723fcb34606f6a37ac9e5df4d15cc901a7f0fdf,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
030043dc19c1534bfba2ac6ca0160efe7c6d0e05,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
6bae2fe191c305702be8fcb882eb15afaef28e93,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
125a822976e37c83488d047ad3f52cf95f7d417e,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
524cbbedb353902d0bb8be76d582d0ff49e9a82f,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
6c75121681dd863630192a03e80e42cf97fb6d1b,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
7032ce6d8131811c2033bb39e7ce2f3415738068,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
bbafa336dfd1f6af15e6cdb8c85e1b755e63a2db,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
76be0fccf5f2d89e62e951b12330555f624f6858,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
d69667e27a59521ac28a1511f7657d001fa24642,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
e86852910012bfa2faa49ea478773ff1a3be927f,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
3a9ba932d7b23237b170f89135559a36104de48a,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
92718b1439087c586652ae4567ca0ced9e37a2a5,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
250e2894d69a92ea99ac742d4692f6ec7161756f,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
039e59a33e98a672a6fd7c2d9a4ee0d6ab7de68d,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
057631466ff9b6b7b8f6ee75daedb83ca58da2cf,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
b3c737b9019f8c772b0805c9911e5660e2b1d022,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
3b90ef934eca1e83db5c2351bff1b7aec4edf179,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
d9b4de214ed4500f1051a005e9cd7daef3d2b665,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
274dfce33cb1566d32cd6e57385522ac4455a049,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
1cc9abb9186ddea6ffe764796e6137db4cc48279,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
6dd886af959005ab950002d44bbcd6466f799525,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
8942fd4ce70453ec4243143036947d3692842233,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
c3a3253718a3524fe540ad3bcb463559b9e9ca4c,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
1a65cfb354dae36be5e6232459202356d12824d4,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
90b37ca01b047d3ffb21b527b130fe8cdd0a0e63,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
88c27fc8c7799d55c956c3f1568dd34f786bbb4c,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
999949f3af4ee26d1b3cd54faa0db7c79655353b,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
26c1d7dd74c2674ce793fbae873a3487ad1da187,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
1e6d566cfbaeb3a238926a3a7f506a6f6a0e7a33,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
d806cc1d0991535e9aa445c49a31de32b49227f1,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
072bdb455307368502c629f1afd22930b4359aad,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
0ddb08231761255a6e826ad91d591cbd731388a4,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
6b132c94c5b696838abdf35ad63540e17af045ea,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
48755774475689d4adac7e038a34b03c1bdb20bb,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
f1ad8b82976cb012ef947e6b737e815fefad88fc,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
a9bdbd992158eb6cb4d86d56cec20775e87e39bb,"99SZyjVxEeW6RApRXdjJPw",t,f,t,f
a85d35333954d1343bffc5cb1e70d4ffffa3fbc8,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
adde71c63fc100abbc501b14b9efd1828ab772fd,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
4b871beb636d4cfc41928938fce7f713665987ea,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
ca7de99ce566abe0ee4b427e163da538d47a51fb,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
26060cd77f02bfdf1fbaec0be4f0fd9d0bdbd14c,"99SZyjVxEeW6RApRXdjJPw",t,t,f,f
