course_id,course_slug,course_name,course_launch_ts,course_update_ts,course_deleted,course_graded,course_desc,course_restricted,course_verification_enabled_at_ts,primary_translation_equivalent_course_id,course_preenrollment_ts,course_workload,course_session_enabled_ts
"99SZyjVxEeW6RApRXdjJPw","software-product-management-capstone","Software Product Management Capstone",2016-03-21 16:55:54.045,2016-08-04 23:30:04.709,f,t,"In this six-week capstone course, you will gain practical management experience in a safe, simulated software production setting. You will apply Agile practices and techniques to conquer industry-inspired challenges. Interacting with a realistic client, you will discern what they want and express what they truly need in software requirements to drive software production. Upon completing the capstone, you will be prepared to advance your career as a confident software product management professional.",f,2015-08-27 18:02:53.755,,2015-08-31 20:25:49.496,"6 weeks of study, 3-5 hours/week",2016-03-02 21:55:29.994
