ualberta_discussions_user_id,course_id,discussion_answer_id,discussion_answer_vote_value,discussion_answer_vote_ts
bfa8e54b288d5172ccf4c039d5a83dab8ec0fd09,"99SZyjVxEeW6RApRXdjJPw","ejAcov2mEeWa4BJaeUokOQ",1,2016-04-21 07:05:54.512
eca453e58264b7cf8ed10de5d650a5e1b7507fc8,"99SZyjVxEeW6RApRXdjJPw","hFfASP4gEeWbYhLNZ2H1QQ",1,2016-04-09 16:31:25.908
ec2f45971e80610b9f6fe3330534ec81db67764e,"99SZyjVxEeW6RApRXdjJPw","-ERMhgy4Eea0FgrDsuIyMQ",1,2016-04-28 06:59:11.104
10b58e5726aca57a86fecb62b9517d12a7a4a02b,"99SZyjVxEeW6RApRXdjJPw","ElfDNvUjEeWmrgpxaSyEow",1,2016-03-29 07:15:29.424
c800ae9ca7bccac81d829d385f1c3f228f665fce,"99SZyjVxEeW6RApRXdjJPw","ElfDNvUjEeWmrgpxaSyEow",1,2016-03-28 20:38:12.666
4bf547da3825a4074b7d575eba0514cbae2d1f46,"99SZyjVxEeW6RApRXdjJPw","cHqrMwc0EeaHpBJJunFe4w",1,2016-05-08 02:55:11.047
62f2ccc73809aacc817b0853f6d8aac75c6e6cad,"99SZyjVxEeW6RApRXdjJPw","cHqrMwc0EeaHpBJJunFe4w",1,2016-04-26 14:28:18.328
d513431a3dbd93327ed8119dbd50c338e88c9975,"99SZyjVxEeW6RApRXdjJPw","cHqrMwc0EeaHpBJJunFe4w",1,2016-04-24 21:11:28.721
6ff0a31ba5ebb67e52ac1509984785fc4e0ad2a7,"99SZyjVxEeW6RApRXdjJPw","cHqrMwc0EeaHpBJJunFe4w",1,2016-04-26 15:54:28.763
bfa8e54b288d5172ccf4c039d5a83dab8ec0fd09,"99SZyjVxEeW6RApRXdjJPw","cHqrMwc0EeaHpBJJunFe4w",1,2016-04-21 07:05:10.631
5ee214b26b3b3693185eefe052a4363a39e63863,"99SZyjVxEeW6RApRXdjJPw","cHqrMwc0EeaHpBJJunFe4w",1,2016-04-21 23:36:19.442
33c1db7957d6a31e19a6eb87cb6a302cdbef066c,"99SZyjVxEeW6RApRXdjJPw","eqIOr_dgEeWPcBKgw3iPNw",1,2016-04-01 13:10:50.167
40bb3dd1228046dc3c53504138fc124468c130d9,"99SZyjVxEeW6RApRXdjJPw","eqIOr_dgEeWPcBKgw3iPNw",1,2016-04-01 11:54:49.444
dff9cc405c8d739707857ff02627a503bb1ed8ad,"99SZyjVxEeW6RApRXdjJPw","KSOGjPtpEeWHDgoRw4pwlQ",1,2016-04-06 13:39:33.397
a590c973b734fda6bfd87087103326408795dea7,"99SZyjVxEeW6RApRXdjJPw","E3t6tiNkEeaxVRJ-Fv2Eqw",1,2016-05-27 13:22:10.70
5ee214b26b3b3693185eefe052a4363a39e63863,"99SZyjVxEeW6RApRXdjJPw","N5V_gweTEeaGYRLQcnuUpQ",1,2016-04-21 07:41:40.681
db9cd35aa57c609aa886936952b177d03a658896,"99SZyjVxEeW6RApRXdjJPw","PpJYKQy5EeawWRJ2-Hqumw",1,2016-04-29 16:22:35.454
bfa8e54b288d5172ccf4c039d5a83dab8ec0fd09,"99SZyjVxEeW6RApRXdjJPw","ls9IMvEsEeWnOBISxifLdw",1,2016-04-21 07:25:10.413
10b58e5726aca57a86fecb62b9517d12a7a4a02b,"99SZyjVxEeW6RApRXdjJPw","4gTbcRrpEeaP6xImEh3H8w",1,2016-05-16 07:53:35.024
8179caca1c62b64d7ecc29b8a202524ec4c91fc5,"99SZyjVxEeW6RApRXdjJPw","CaaeTfKoEeWlJhJpbKSYeQ",1,2016-03-26 16:54:15.271
6918a6e53d989bc484eea9db210f2f6783e08fb8,"99SZyjVxEeW6RApRXdjJPw","cb1B2wyJEea84w5Krj7Aqw",1,2016-04-27 15:22:42.302
c800ae9ca7bccac81d829d385f1c3f228f665fce,"99SZyjVxEeW6RApRXdjJPw","CaaeTfKoEeWlJhJpbKSYeQ",1,2016-03-28 20:42:26.478
24c34e666ec3e53e63ca37f65d8615cbddeb8aec,"99SZyjVxEeW6RApRXdjJPw","DEsMevqEEeWTZBIrc0wCDw",1,2016-04-06 07:22:31.475
