course_id,course_item_id,ualberta_user_id,course_quiz_grade_ts,course_quiz_grade,course_quiz_max_grade
"99SZyjVxEeW6RApRXdjJPw","vG7i3",00c33da63a7cf14beb0c8957b39fe482123be41c,2016-04-11 21:35:23.035,8,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",034f36ebd980912aae22b766c52078a0fd754221,2016-04-06 05:10:37.11,10,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",38bcb39a07a9d00347aefd70262c149d59d30431,2016-04-09 17:56:15.427,10,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",33b0979591c510b32460adccfe3156e8debda239,2016-06-04 23:12:35.231,10,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",673ad2e0dd0800fbd9a3c9a494216616000618e7,2016-06-01 23:14:16.346,10,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",88c27fc8c7799d55c956c3f1568dd34f786bbb4c,2016-04-06 02:40:47.608,10,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",c5d551da2bc22802ef7990dfe629c5dfa534ef1a,2016-03-27 17:20:46.432,10,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",3c4b0aace2d326ae4ebb401bbb4ffb2ee4f63bef,2016-04-09 07:47:20.992,10,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",94d010f86db9e7b3074678d95ee2fadffbe62155,2016-06-01 16:37:23.664,10,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",b45c1196db5c629e1dac2195e2b6e1100f0bd553,2016-04-06 18:05:40.039,9,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",e70f2a19d1737a48a2d9b0d9bfd1a30f67eff9e2,2016-04-04 18:28:17.053,10,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",e14a1fc2065bf777cfe3cdb878df61ab7ce1c210,2016-04-09 17:31:00.495,10,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",0f3d2157859c5261f7698a028ed3606096e917dc,2016-04-09 17:32:39.945,9,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",8e3ef4534d360256f5cf798297db38fa6341c149,2016-04-10 06:10:43.076,10,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",f2751055e2df9fac7fea292bf4d20b65a1ecf1a7,2016-05-30 19:42:06.704,10,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",a05b858f3181aa314ad0349af8ac822956d02959,2016-04-06 09:54:51.955,9,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",ad57efd8cc500e2da30815d6b853be492bde9338,2016-04-05 20:52:00.647,10,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",0035f810529cc356d016ac5697bed2b776a53b0e,2016-06-05 17:21:59.02,10,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",028f18bbf8cad0a286031c8cae4b53b24ba4967b,2016-04-09 14:18:28.311,10,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",6a0cf0a09f29b73dc465b0af72c55f5979e3b907,2016-04-10 20:16:25.516,10,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",a789a6b031ac524bafa83dcf60eac785889eef86,2016-04-03 12:24:10.394,10,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",6d2fba1f825d377fee20add5847a20394007d001,2016-04-06 19:28:38.569,10,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",da483d4de5766b999c3cd7f3f868df74e0c0ded5,2016-04-06 18:56:37.634,10,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",79accfe5fe7bee1ebf6b25308d25e3a64db2a2b2,2016-04-09 13:49:47.055,10,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",0be2e5fe18bd4c9391a4c024d69ac623ff8edd53,2016-04-05 15:24:58.596,10,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",b3c737b9019f8c772b0805c9911e5660e2b1d022,2016-06-05 10:20:12.004,10,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",4e7e4cc00e4d992adff5a0835875c8db10d796e2,2016-04-05 11:03:04.576,10,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",039e59a33e98a672a6fd7c2d9a4ee0d6ab7de68d,2016-04-04 11:20:47.774,8,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",fb143d0f4e034d27a4ffa926b95106677587e482,2016-04-18 01:51:03.734,10,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",f7b5ad225b7f2c23d146776747849b243a229f22,2016-04-09 10:25:00.191,10,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",a2ce096cffc3cebd183b0da73fa1fa4f147e27eb,2016-05-31 05:38:07.217,9,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",e43abb6c8c3f1a06e23891e64ce911c763e5e458,2016-04-04 18:44:05.127,9,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",b57d4a4f4231a0f11577232f88e9cdc28c068856,2016-03-31 01:08:49.714,9,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",7f2024c3b9d07ac85d7421dab71a386959ccfe13,2016-06-06 13:11:40.10,10,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",dabd23fd78039a42831b8852a67ee35b3e6fa94c,2016-06-02 13:59:12.844,10,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",209ee1a82f9b5309e887c27f4cdf25b194e5dd25,2016-04-01 12:52:45.023,10,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",f2b8a3db7216b1c8b5e49cb9f1777da611c3b463,2016-05-29 22:48:48.34,8,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",9f5d363a6ade940c6989329f636fd014c2f681ae,2016-05-30 13:38:23.643,10,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",c096954e3e9d4e40201210d84d216f0231a489be,2016-04-10 18:15:32.981,10,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",42a90911b0e66039ee2bbb403955fc3cde71d344,2016-06-04 22:26:23.391,10,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",725608fcdf0af36474763027846497dffae1287e,2016-04-09 06:31:14.04,9,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",abed1fbd74a8615a3039dc8ddf6e6e58e61538a0,2016-04-04 18:09:25.793,10,10
