ualberta_discussions_user_id,course_id,discussion_question_id,discussion_question_vote_value,discussion_question_vote_ts
27e706001a8958deaf6c1bf5aab3affb0f695ece,"99SZyjVxEeW6RApRXdjJPw","-YNtjTd1EeaxJQoGVWGSvQ",1,2016-06-22 17:08:04.93
0f64436d2f254c758088c19692700246ebe9f08a,"99SZyjVxEeW6RApRXdjJPw","SOjO8vUlEeWPyw7tSN6RVw",1,2016-03-29 19:52:19.509
f7939115d263308380a6abdc4c6df47a96b63ff5,"99SZyjVxEeW6RApRXdjJPw","SOjO8vUlEeWPyw7tSN6RVw",1,2016-03-29 15:32:43.012
38d7cc49bb2f3a13b55af9f19a52eb05742e818d,"99SZyjVxEeW6RApRXdjJPw","E_5d-fFrEeWPKQpBKpg03Q",1,2016-03-24 03:03:29.412
09496afbb7d49e39d2853bf4d6e66985e6c73021,"99SZyjVxEeW6RApRXdjJPw","mewYU_UlEeWhbg4BpFa_-Q",1,2016-03-29 12:48:48.106
bfa8e54b288d5172ccf4c039d5a83dab8ec0fd09,"99SZyjVxEeW6RApRXdjJPw","sfRHO_aeEeWhbg4BpFa_-Q",1,2016-04-04 22:22:08.153
091928349e2c2b54fd907defc055f242cd9b8eb3,"99SZyjVxEeW6RApRXdjJPw","Y3HIgBufEeawBQpBGS9q9w",1,2016-06-02 07:55:48.656
bfa8e54b288d5172ccf4c039d5a83dab8ec0fd09,"99SZyjVxEeW6RApRXdjJPw","GJIFNgLOEeagVwrGhMvzTw",1,2016-04-15 23:01:59.267
bfa8e54b288d5172ccf4c039d5a83dab8ec0fd09,"99SZyjVxEeW6RApRXdjJPw","GJIFNgLOEeagVwrGhMvzTw",0,2016-04-15 23:03:13.493
bfa8e54b288d5172ccf4c039d5a83dab8ec0fd09,"99SZyjVxEeW6RApRXdjJPw","GJIFNgLOEeagVwrGhMvzTw",1,2016-04-15 23:03:14.907
c681cd4fb5ecdebdf7bfd4687bdd11c1849d8867,"99SZyjVxEeW6RApRXdjJPw","WdMvtP8qEeWZDQ5TnbLmpw",1,2016-04-14 21:35:50.858
3d44198d3c4f6ffa1f2d93a0f9759a8c7ce91e5d,"99SZyjVxEeW6RApRXdjJPw","4DdsbfXBEeWPyw7tSN6RVw",1,2016-03-30 14:04:43.612
7c999926a0a0c08998f278004358819c0be89d18,"99SZyjVxEeW6RApRXdjJPw","4DdsbfXBEeWPyw7tSN6RVw",1,2016-04-02 14:16:10.858
413267be389cc210ac8e79109a47abf6b32e8a59,"99SZyjVxEeW6RApRXdjJPw","L0MSQR0sEea7ohIwwrERow",1,2016-05-19 04:15:56.406
438bcfc979afe566ee00c281226e8b2d633a362a,"99SZyjVxEeW6RApRXdjJPw","lrq6TRmVEea2HQ7RJsoMiQ",1,2016-05-19 23:05:39.26
bfa8e54b288d5172ccf4c039d5a83dab8ec0fd09,"99SZyjVxEeW6RApRXdjJPw","lW01gPKREeWlJhJpbKSYeQ",1,2016-04-05 19:03:38.682
bfa8e54b288d5172ccf4c039d5a83dab8ec0fd09,"99SZyjVxEeW6RApRXdjJPw","lW01gPKREeWlJhJpbKSYeQ",0,2016-04-03 03:41:09.615
bfa8e54b288d5172ccf4c039d5a83dab8ec0fd09,"99SZyjVxEeW6RApRXdjJPw","lW01gPKREeWlJhJpbKSYeQ",1,2016-04-03 03:39:35.438
bfa8e54b288d5172ccf4c039d5a83dab8ec0fd09,"99SZyjVxEeW6RApRXdjJPw","lW01gPKREeWlJhJpbKSYeQ",0,2016-04-05 19:03:42.13
bfa8e54b288d5172ccf4c039d5a83dab8ec0fd09,"99SZyjVxEeW6RApRXdjJPw","lW01gPKREeWlJhJpbKSYeQ",1,2016-04-05 19:03:43.355
004a843b120ec60af81b1d43a788730e91e46fe6,"99SZyjVxEeW6RApRXdjJPw","lW01gPKREeWlJhJpbKSYeQ",0,2016-03-29 01:37:09.642
004a843b120ec60af81b1d43a788730e91e46fe6,"99SZyjVxEeW6RApRXdjJPw","lW01gPKREeWlJhJpbKSYeQ",1,2016-03-29 01:36:43.953
004a843b120ec60af81b1d43a788730e91e46fe6,"99SZyjVxEeW6RApRXdjJPw","lW01gPKREeWlJhJpbKSYeQ",1,2016-03-29 01:37:11.479
146b198edcc6dddd2a039a9c12f4856a2004c819,"99SZyjVxEeW6RApRXdjJPw","8bonfAxzEeaxsBIihWq87Q",1,2016-04-27 19:03:29.797
958e31650db7e044db167e4d511eea5a5ebee126,"99SZyjVxEeW6RApRXdjJPw","8bonfAxzEeaxsBIihWq87Q",1,2016-04-29 13:49:19.882
d042dc486aff1f3ede8c8a023ffc51558fb452b0,"99SZyjVxEeW6RApRXdjJPw","8bonfAxzEeaxsBIihWq87Q",1,2016-04-28 19:28:28.938
10b58e5726aca57a86fecb62b9517d12a7a4a02b,"99SZyjVxEeW6RApRXdjJPw","wVvmNAjvEeatoxIqWXQc8Q",1,2016-04-24 10:16:16.813
3c47649e83c9fd4f16abefcdeaa0a711dfd01105,"99SZyjVxEeW6RApRXdjJPw","znEH5_89EeWlQw7xlSHNnQ",1,2016-04-10 20:17:18.506
2af8e71a1e975eccd268f9b956409b43fff1f541,"99SZyjVxEeW6RApRXdjJPw","LTOqCPTVEeWfohJ0hvQveQ",1,2016-03-28 14:44:14.003
bfa8e54b288d5172ccf4c039d5a83dab8ec0fd09,"99SZyjVxEeW6RApRXdjJPw","LTOqCPTVEeWfohJ0hvQveQ",1,2016-04-03 03:44:45.338
c800ae9ca7bccac81d829d385f1c3f228f665fce,"99SZyjVxEeW6RApRXdjJPw","LTOqCPTVEeWfohJ0hvQveQ",1,2016-03-28 12:45:28.551
62f2ccc73809aacc817b0853f6d8aac75c6e6cad,"99SZyjVxEeW6RApRXdjJPw","LTOqCPTVEeWfohJ0hvQveQ",1,2016-03-29 05:52:04.394
1a67721033784619f9566498348390873c8f4c1b,"99SZyjVxEeW6RApRXdjJPw","LTOqCPTVEeWfohJ0hvQveQ",1,2016-04-02 16:11:30.845
